"source","participant_id","group","word_1","response","correct","response_type","confidence","knowledge","translation","translation_id","word_2","sampa_1","sampa_2","ipa_1","ipa_2","freq_zipf_2","lv","neigh_n","neigh_n_h","avg_sim","avg_sim_h","freq_zipf_2_std","neigh_n_std","neigh_n_h_std","avg_sim_std","avg_sim_h_std","lv_std"
"Experiment","5b1ec77...","spa-ENG","arbol","eyeball",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5b6f4c6...","spa-ENG","arbol","hall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5d687a7...","spa-ENG","arbol","well done",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5dae0ea...","spa-ENG","arbol","high wall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5dd6934...","spa-ENG","arbol","ball",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e2c9ac...","spa-ENG","arbol","narwhal",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e3878b...","spa-ENG","arbol","wall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e52fa4...","spa-ENG","arbol","harbour",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e60db5...","spa-ENG","arbol","water",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e6571b...","spa-ENG","arbol","whale",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e71e92...","spa-ENG","arbol","fireball",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e788a0...","spa-ENG","arbol","wall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e84efb...","spa-ENG","arbol","party",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e95bef...","spa-ENG","arbol","wall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e96292...","spa-ENG","arbol","apple",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5e9b959...","spa-ENG","arbol","come on",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5eacad0...","spa-ENG","arbol","hairball",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5eaeeb1...","spa-ENG","arbol","hello",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5eb9b01...","spa-ENG","arbol","car",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ebef0e...","spa-ENG","arbol","hard",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ec27b1...","spa-ENG","arbol","handball",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ec7e25...","spa-ENG","arbol","hardwall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ec83d6...","spa-ENG","arbol","goodday",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ed8bf9...","spa-ENG","arbol","hard wall",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5ee0c7f...","spa-ENG","arbol","football",FALSE,"wrong",NA,NA,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Experiment","5b1ec77...","spa-ENG","avestruz","straws",FALSE,"wrong",NA,NA,"avestruz /a'ßes.t<U+027E>u<U+03B8>/ - ostrich /'<U+0252>str<U+026A><U+02A7>/",14,"ostrich","aBest4uT","Astr0ItS","a'ßes.t<U+027E>u<U+03B8>","'<U+0252>str<U+026A><U+02A7>",4.53039405245059,0,0,0,0.0504081821698273,0.051834982323218,-2.28020320035266,-0.340353170253572,-0.277005196229114,-0.469197745739616,-0.156670252322171,-0.839342869585518
