"source","participant_id","group","word_1","response","correct","response_type","confidence","knowledge","translation","translation_id","word_2","sampa_1","sampa_2","ipa_1","ipa_2","freq_zipf_2","lv","neigh_n","neigh_n_h","avg_sim","avg_sim_h","freq_zipf_2_std","neigh_n_std","neigh_n_h_std","avg_sim_std","avg_sim_h_std","lv_std"
"Experiment","553772n...","cat-SPA","abella","avellana",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","55ipnc9...","cat-SPA","abella","avellana",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","55kvwei...","cat-SPA","abella","avellana",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","55lvve0...","cat-SPA","abella","avellana",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","55nf238...","cat-SPA","abella","avenida",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","5ede149...","cat-SPA","abella","abeja",TRUE,"correct",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","5ede16d...","cat-SPA","abella","abeja",TRUE,"correct",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","5ede176...","cat-SPA","abella","belleza",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","5ede1a1...","cat-SPA","abella","margarita",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
"Experiment","5ede212...","cat-SPA","abella","bella",FALSE,"wrong",NA,NA,"abella /<U+0259>'b<U+025B>.<U+028E><U+0259>/ - abeja /a'ße.xa/",1,"abeja","5BEL5","aBexa","<U+0259>'b<U+025B>.<U+028E><U+0259>","a'ße.xa",5.43039065527848,0.2,0,0,0.0356156271885329,0.0354305099480814,-0.753904890014018,-0.340353170253572,-0.277005196229114,-1.12118929345846,-0.897480453157555,0.111062029431983
